latency,predicted_label,sentence,true_label
2.0769200325012207,2,"Against this background, the members agreed on the need to continue to monitor the economy with care for signs either of a potential upturn in inflation or greater softness in the expansion than they were currently forecasting and to be prepared to respond promptly in either direction.",2
2.530613660812378,0,"This increase was slower than a year earlier, as core PCE price inflation (which excludes changes in consumer food and energy prices) moved down to 1.",0
2.481180191040039,2,"Housing activity showed signs of dropping off from peak levels during the latter part of the summer, but the decline in mortgage rates this fall produced an upturn in several indicators of demand for single-family housing, including a rebound in a survey index of homebuying conditions.",2
1.2388801574707031,1,An upside risk was that inflation could increase more than expected in an economy that was projected to move further above its potential.,1
1.1245388984680176,0,"However, the projected step-up in real GDP growth over the second half of this year was marked down a little, partly reflecting softer news on construction.",0
1.6299829483032227,2,The pace of job gains slowed and the unemployment rate held steady.,2
1.9462389945983887,0,"Nevertheless, most participants agreed that, although the level of inventories of unsold homes that homebuilders desired was uncertain, the correction of the housing sector was likely to continue to weigh heavily on economic activity through most of this year--somewhat longer than previously expected.",2
1.5352346897125244,2,"Indicators of longer-term inflation expectations are little changed, on balance.",2
1.222485065460205,0,"Nonetheless, participants generally saw the unemployment rate as still elevated and were not yet confident that the recent progress toward the Committee's employment objective would be sustained.",0
2.7717039585113525,1,"The extent and timing of any additional firming that may be needed to address these risks will depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information.",1
1.7380599975585938,1,Participants commented that demand for labor continued to outstrip available supply across many parts of the economy and that their business contacts continued to report difficulties in hiring and retaining workers.,2
1.5043308734893799,2,"In contrast to price inflation, labor costs appeared to have remained quiescent.",2
1.7243452072143555,2,"In any case, however, the assessment of the adverse effects of the increase in longer-term rates on financial conditions and ultimately on economic activity would depend importantly upon the extent to which rates stabilized at current levels or instead continued to rise.",2
2.188512086868286,0,"With regard to the consensus in favor of moving from an assessment of risks weighted toward rising inflation to one that was weighted toward economic weakness, with no intermediate issuance of a balanced risks assessment, some members observed that such a change was likely to be viewed as a relatively rapid shift by some observers.",0
1.509800910949707,2,Members agreed to continue to monitor inflation developments closely.,2
1.778493881225586,2,"Some uncertainties, such as those associated with the election, had been resolved, but others persisted, including the prospects for oil prices and their consequences for the economy.",2
0.8550772666931152,1,Participants commented on the continued improvement in labor market conditions in recent months driven by strong demand for workers.,2
1.5511517524719238,2,"In their comments about the external sector of the economy, members referred to indications of strengthening economic activity abroad that in conjunction with a weaker dollar was fostering some improvement in exports.",2
1.585223913192749,1,The average rate of growth of CRE loans at banks continued to be strong in October and November.,1
1.197829246520996,2,Overall consumer prices increased in July and August at about the second-quarter rate.,1
1.1295239925384521,1,"On the upside, bottlenecks, supply disruptions, and historically high rates of resource utilization were seen as potential sources of greater-than-expected inflationary pressures, particularly if there were a significant rise in inflation expectations that altered inflation dynamics.",1
1.4571099281311035,2,"Participants' Views on Current Economic Conditions and the Economic Outlook In conjunction with this FOMC meeting, participants submitted their projections of the most likely outcomes for real GDP growth, the unemployment rate, and inflation for each year from 2021 through 2024 and over the longer run based on their individual assessments of appropriate monetary policy, including the path of the federal funds rate.",2
1.9439778327941895,0,"They also generally expected that inflation would remain, for some time, below levels the Committee considers most consistent, over the longer run, with maximum employment and price stability.",0
1.1866981983184814,0,Weaker demand and significantly lower oil prices are holding down consumer price inflation.,0
1.4604430198669434,0,"Over the intermeeting period, yields on short- and intermediate-term nominal Treasury securities fell, while yields on inflation-indexed Treasury securities of comparable maturity increased somewhat, pushing inflation compensation considerably lower at those horizons.",0
1.859476089477539,1,"Participants noted that the improved performance of investment suggested that the expansion was becoming more balanced, with strengthening business spending potentially offsetting some moderation in the growth of household spending from the elevated rates of recent years.",2
0.7124629020690918,0,"With the risks to the forecast for economic activity tilted to the downside, the risks to the inflation projection were also viewed as having a downward skew.",0
1.8404011726379395,2,"These indicators suggested that the financial system was fairly resilient, as did the absence of a significant increase in funding stresses or margin calls earlier this year when prices of risky assets fell and volatility rose sharply.",2
1.5297889709472656,1,"Job gains had remained solid, and the unemployment rate had stayed near its recent low.",1
1.8555090427398682,2,"Overall inflation was projected to remain subdued, with the staff's forecasts for headline and core inflation little changed from the previous projection.",0
1.7470221519470215,2,"Consumer prices had edged up in recent months, but year-over-year consumer inflation remained at a very low level.",0
