latency,predicted_label,sentence,true_label
2.0133018493652344,2,"Against this background, the members agreed on the need to continue to monitor the economy with care for signs either of a potential upturn in inflation or greater softness in the expansion than they were currently forecasting and to be prepared to respond promptly in either direction.",2
1.5752549171447754,0,"This increase was slower than a year earlier, as core PCE price inflation (which excludes changes in consumer food and energy prices) moved down to 1.",0
1.7361109256744385,2,"Housing activity showed signs of dropping off from peak levels during the latter part of the summer, but the decline in mortgage rates this fall produced an upturn in several indicators of demand for single-family housing, including a rebound in a survey index of homebuying conditions.",2
1.431528091430664,1,An upside risk was that inflation could increase more than expected in an economy that was projected to move further above its potential.,1
1.6497259140014648,0,"However, the projected step-up in real GDP growth over the second half of this year was marked down a little, partly reflecting softer news on construction.",0
1.825186014175415,2,The pace of job gains slowed and the unemployment rate held steady.,2
1.3366079330444336,0,"Nevertheless, most participants agreed that, although the level of inventories of unsold homes that homebuilders desired was uncertain, the correction of the housing sector was likely to continue to weigh heavily on economic activity through most of this year--somewhat longer than previously expected.",2
1.3282890319824219,2,"Indicators of longer-term inflation expectations are little changed, on balance.",2
1.5390310287475586,0,"Nonetheless, participants generally saw the unemployment rate as still elevated and were not yet confident that the recent progress toward the Committee's employment objective would be sustained.",0
1.4072909355163574,2,"The extent and timing of any additional firming that may be needed to address these risks will depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information.",1
1.35499906539917,1,Participants commented that demand for labor continued to outstrip available supply across many parts of the economy and that their business contacts continued to report difficulties in hiring and retaining workers.,2
1.6407718658447266,0,"In contrast to price inflation, labor costs appeared to have remained quiescent.",2
1.416700839996338,2,"In any case, however, the assessment of the adverse effects of the increase in longer-term rates on financial conditions and ultimately on economic activity would depend importantly upon the extent to which rates stabilized at current levels or instead continued to rise.",2
18.239495992660522,2,"With regard to the consensus in favor of moving from an assessment of risks weighted toward rising inflation to one that was weighted toward economic weakness, with no intermediate issuance of a balanced risks assessment, some members observed that such a change was likely to be viewed as a relatively rapid shift by some observers.",0
1.4848072528839111,2,Members agreed to continue to monitor inflation developments closely.,2
1.6787750720977783,2,"Some uncertainties, such as those associated with the election, had been resolved, but others persisted, including the prospects for oil prices and their consequences for the economy.",2
2.978764057159424,1,Participants commented on the continued improvement in labor market conditions in recent months driven by strong demand for workers.,2
1.33046293258667,2,"In their comments about the external sector of the economy, members referred to indications of strengthening economic activity abroad that in conjunction with a weaker dollar was fostering some improvement in exports.",2
1.703984022140503,2,The average rate of growth of CRE loans at banks continued to be strong in October and November.,1
1.6713201999664307,2,Overall consumer prices increased in July and August at about the second-quarter rate.,1
1.8801369667053223,1,"On the upside, bottlenecks, supply disruptions, and historically high rates of resource utilization were seen as potential sources of greater-than-expected inflationary pressures, particularly if there were a significant rise in inflation expectations that altered inflation dynamics.",1
1.0186288356781006,2,"Participants' Views on Current Economic Conditions and the Economic Outlook In conjunction with this FOMC meeting, participants submitted their projections of the most likely outcomes for real GDP growth, the unemployment rate, and inflation for each year from 2021 through 2024 and over the longer run based on their individual assessments of appropriate monetary policy, including the path of the federal funds rate.",2
1.303072214126587,0,"They also generally expected that inflation would remain, for some time, below levels the Committee considers most consistent, over the longer run, with maximum employment and price stability.",0
1.122844934463501,0,Weaker demand and significantly lower oil prices are holding down consumer price inflation.,0
1.8444809913635254,0,"Over the intermeeting period, yields on short- and intermediate-term nominal Treasury securities fell, while yields on inflation-indexed Treasury securities of comparable maturity increased somewhat, pushing inflation compensation considerably lower at those horizons.",0
1.6401832103729248,2,"Participants noted that the improved performance of investment suggested that the expansion was becoming more balanced, with strengthening business spending potentially offsetting some moderation in the growth of household spending from the elevated rates of recent years.",2
1.3161580562591553,0,"With the risks to the forecast for economic activity tilted to the downside, the risks to the inflation projection were also viewed as having a downward skew.",0
1.226759910583496,2,"These indicators suggested that the financial system was fairly resilient, as did the absence of a significant increase in funding stresses or margin calls earlier this year when prices of risky assets fell and volatility rose sharply.",2
1.547727108001709,2,"Job gains had remained solid, and the unemployment rate had stayed near its recent low.",1
1.5336182117462158,2,"Overall inflation was projected to remain subdued, with the staff's forecasts for headline and core inflation little changed from the previous projection.",0
1.305582046508789,0,"Consumer prices had edged up in recent months, but year-over-year consumer inflation remained at a very low level.",0
